cat_code,cat_l1_code,cat_l1,cat_l2_code,cat_l2,cat_l3_code,cat_l3,cat_l4_code,cat_l4,cat_l5
749500,N,"사업시설 관리, 사업 지원 및 임대 서비스업",74,사업 지원 서비스업,749,기타 사업 지원 서비스업,7495,그 외 기타 사업 지원 서비스업,포장 및 충전업
749601,N,"사업시설 관리, 사업 지원 및 임대 서비스업",74,사업 지원 서비스업,749,기타 사업 지원 서비스업,7496,그 외 기타 사업 지원 서비스업,그 외 기타 분류 안된 사업 지원 서비스업
749602,N,"사업시설 관리, 사업 지원 및 임대 서비스업",74,사업 지원 서비스업,749,기타 사업 지원 서비스업,7496,그 외 기타 사업 지원 서비스업,그 외 기타 분류 안된 사업 지원 서비스업
749603,N,"사업시설 관리, 사업 지원 및 임대 서비스업",74,사업 지원 서비스업,749,기타 사업 지원 서비스업,7496,그 외 기타 사업 지원 서비스업,그 외 기타 분류 안된 사업 지원 서비스업
749604,N,"사업시설 관리, 사업 지원 및 임대 서비스업",74,사업 지원 서비스업,749,기타 사업 지원 서비스업,7496,그 외 기타 사업 지원 서비스업,그 외 기타 분류 안된 사업 지원 서비스업(기타임가공)
749609,N,"사업시설 관리, 사업 지원 및 임대 서비스업",74,사업 지원 서비스업,749,기타 사업 지원 서비스업,7496,그 외 기타 사업 지원 서비스업,그 외 기타 분류 안된 사업 지원 서비스업
749901,N,"사업시설 관리, 사업 지원 및 임대 서비스업",74,사업 지원 서비스업,749,기타 사업 지원 서비스업,7499,사무 지원 서비스업,문서 작성업
749905,N,"사업시설 관리, 사업 지원 및 임대 서비스업",74,사업 지원 서비스업,749,기타 사업 지원 서비스업,7499,사무 지원 서비스업,문서 작성업
749907,N,"사업시설 관리, 사업 지원 및 임대 서비스업",74,사업 지원 서비스업,749,기타 사업 지원 서비스업,7499,그 외 기타 사업 지원 서비스업,"전시, 컨벤션 및 행사 대행업"
749909,N,"사업시설 관리, 사업 지원 및 임대 서비스업",74,사업 지원 서비스업,749,기타 사업 지원 서비스업,7499,사무 지원 서비스업,복사업
749913,N,"사업시설 관리, 사업 지원 및 임대 서비스업",74,사업 지원 서비스업,749,기타 사업 지원 서비스업,7499,그 외 기타 사업 지원 서비스업,신용 조사 및 추심 대행업
749921,N,"사업시설 관리, 사업 지원 및 임대 서비스업",74,사업 지원 서비스업,749,기타 사업 지원 서비스업,7499,그 외 기타 사업 지원 서비스업,그 외 기타 분류 안된 사업 지원 서비스업
749934,N,"사업시설 관리, 사업 지원 및 임대 서비스업",74,임대업; 부동산 제외,749,무형 재산권 임대업,7499,무형 재산권 임대업,무형 재산권 임대업
749935,N,"사업시설 관리, 사업 지원 및 임대 서비스업",74,사업시설 관리 및 조경 서비스업,749,사업시설 유지ㆍ관리 서비스업,7499,사업시설 유지ㆍ관리 서비스업,사업시설 유지ㆍ관리 서비스업
749937,N,"사업시설 관리, 사업 지원 및 임대 서비스업",74,사업 지원 서비스업,749,기타 사업 지원 서비스업,7499,사무 지원 서비스업,기타 사무 지원 서비스업
749938,N,"사업시설 관리, 사업 지원 및 임대 서비스업",74,사업 지원 서비스업,749,기타 사업 지원 서비스업,7499,그 외 기타 사업 지원 서비스업,콜센터 및 텔레마케팅 서비스업
900900,N,"사업시설 관리, 사업 지원 및 임대 서비스업",90,사업시설 관리 및 조경 서비스업,900,건물ㆍ산업설비 청소 및 방제 서비스업,9009,건물 및 산업설비 청소업,"산업설비, 운송장비 및 공공장소 청소업"
930903,N,"사업시설 관리, 사업 지원 및 임대 서비스업",93,임대업; 부동산 제외,930,개인 및 가정용품 임대업,9309,기타 개인 및 가정용품 임대업,의류 임대업
930916,N,"사업시설 관리, 사업 지원 및 임대 서비스업",93,사업 지원 서비스업,930,"경비, 경호 및 탐정업",9309,탐정 및 조사 서비스업,탐정 및 조사 서비스업
841110,O,"공공 행정, 국방 및 사회보장 행정",84,"공공 행정, 국방 및 사회보장 행정",841,입법 및 일반 정부 행정,8411,일반 공공 행정,입법기관
841121,O,"공공 행정, 국방 및 사회보장 행정",84,"공공 행정, 국방 및 사회보장 행정",841,입법 및 일반 정부 행정,8411,일반 공공 행정,중앙 최고 집행기관
841131,O,"공공 행정, 국방 및 사회보장 행정",84,"공공 행정, 국방 및 사회보장 행정",841,입법 및 일반 정부 행정,8411,일반 공공 행정,지방행정 집행기관
841141,O,"공공 행정, 국방 및 사회보장 행정",84,"공공 행정, 국방 및 사회보장 행정",841,입법 및 일반 정부 행정,8411,일반 공공 행정,재정 및 경제정책 행정
841190,O,"공공 행정, 국방 및 사회보장 행정",84,"공공 행정, 국방 및 사회보장 행정",841,입법 및 일반 정부 행정,8411,일반 공공 행정,기타 일반 공공 행정
841200,O,"공공 행정, 국방 및 사회보장 행정",84,"공공 행정, 국방 및 사회보장 행정",841,입법 및 일반 정부 행정,8412,정부기관 일반 보조 행정,정부기관 일반 보조 행정
842110,O,"공공 행정, 국방 및 사회보장 행정",84,"공공 행정, 국방 및 사회보장 행정",842,사회 및 산업정책 행정,8421,사회서비스 관리 행정,교육 행정
842121,O,"공공 행정, 국방 및 사회보장 행정",84,"공공 행정, 국방 및 사회보장 행정",842,사회 및 산업정책 행정,8421,사회서비스 관리 행정,문화 및 관광 행정
842130,O,"공공 행정, 국방 및 사회보장 행정",84,"공공 행정, 국방 및 사회보장 행정",842,사회 및 산업정책 행정,8421,사회서비스 관리 행정,환경 행정
842140,O,"공공 행정, 국방 및 사회보장 행정",84,"공공 행정, 국방 및 사회보장 행정",842,사회 및 산업정책 행정,8421,사회서비스 관리 행정,보건 및 복지 행정
842190,O,"공공 행정, 국방 및 사회보장 행정",84,"공공 행정, 국방 및 사회보장 행정",842,사회 및 산업정책 행정,8421,사회서비스 관리 행정,기타 사회서비스 관리 행정
842211,O,"공공 행정, 국방 및 사회보장 행정",84,"공공 행정, 국방 및 사회보장 행정",842,사회 및 산업정책 행정,8422,노동 및 산업 진흥 행정,노동 행정
842221,O,"공공 행정, 국방 및 사회보장 행정",84,"공공 행정, 국방 및 사회보장 행정",842,사회 및 산업정책 행정,8422,노동 및 산업 진흥 행정,농림수산 행정
842231,O,"공공 행정, 국방 및 사회보장 행정",84,"공공 행정, 국방 및 사회보장 행정",842,사회 및 산업정책 행정,8422,노동 및 산업 진흥 행정,건설 및 운송 행정
842241,O,"공공 행정, 국방 및 사회보장 행정",84,"공공 행정, 국방 및 사회보장 행정",842,사회 및 산업정책 행정,8422,노동 및 산업 진흥 행정,우편 및 통신 행정
842291,O,"공공 행정, 국방 및 사회보장 행정",84,"공공 행정, 국방 및 사회보장 행정",842,사회 및 산업정책 행정,8422,노동 및 산업 진흥 행정,기타 산업 진흥 행정
843100,O,"공공 행정, 국방 및 사회보장 행정",84,"공공 행정, 국방 및 사회보장 행정",843,외무 및 국방 행정,8431,외무 행정,외무 행정
843200,O,"공공 행정, 국방 및 사회보장 행정",84,"공공 행정, 국방 및 사회보장 행정",843,외무 및 국방 행정,8432,국방 행정,국방 행정
844010,O,"공공 행정, 국방 및 사회보장 행정",84,"공공 행정, 국방 및 사회보장 행정",844,사법 및 공공 질서 행정,8440,사법 및 공공 질서 행정,법원
844020,O,"공공 행정, 국방 및 사회보장 행정",84,"공공 행정, 국방 및 사회보장 행정",844,사법 및 공공 질서 행정,8440,사법 및 공공 질서 행정,검찰
844030,O,"공공 행정, 국방 및 사회보장 행정",84,"공공 행정, 국방 및 사회보장 행정",844,사법 및 공공 질서 행정,8440,사법 및 공공 질서 행정,교도기관
844040,O,"공공 행정, 국방 및 사회보장 행정",84,"공공 행정, 국방 및 사회보장 행정",844,사법 및 공공 질서 행정,8440,사법 및 공공 질서 행정,경찰
844050,O,"공공 행정, 국방 및 사회보장 행정",84,"공공 행정, 국방 및 사회보장 행정",844,사법 및 공공 질서 행정,8440,사법 및 공공 질서 행정,소방서
844090,O,"공공 행정, 국방 및 사회보장 행정",84,"공공 행정, 국방 및 사회보장 행정",844,사법 및 공공 질서 행정,8440,사법 및 공공 질서 행정,기타 사법 및 공공 질서 행정
845000,O,"공공 행정, 국방 및 사회보장 행정",84,"공공 행정, 국방 및 사회보장 행정",845,사회보장 행정,8450,사회보장 행정,사회보장 행정
551003,P,교육서비스업,55,교육 서비스업,551,기타 교육기관,5510,스포츠 및 레크리에이션 교육기관,청소년 수련시설 운영업
741402,P,교육서비스업,74,교육 서비스업,741,기타 교육기관,7414,직원 훈련기관,직원 훈련기관
804101,P,교육서비스업,80,교육 서비스업,804,"특수학교, 외국인학교 및 대안학교",8041,외국인학교,외국인학교
809001,P,교육서비스업,80,교육 서비스업,809,기타 교육기관,8090,기술 및 직업 훈련학원,운전학원
809002,P,교육서비스업,80,교육 서비스업,809,기타 교육기관,8090,기술 및 직업 훈련학원,기타 기술 및 직업 훈련학원
809003,P,교육서비스업,80,교육 서비스업,809,기타 교육기관,8090,스포츠 및 레크리에이션 교육기관,레크리에이션 교육기관
809004,P,교육서비스업,80,교육 서비스업,809,일반 교습학원,8090,일반 교습학원,일반 교과학원
809005,P,교육서비스업,80,교육 서비스업,809,일반 교습학원,8090,일반 교습학원,일반 교과학원
809007,P,교육서비스업,80,교육 서비스업,809,일반 교습학원,8090,예술학원,기타 예술학원
809007,P,교육서비스업,80,교육 서비스업,809,일반 교습학원,8090,일반 교습학원,일반 교과학원
809007,P,교육서비스업,80,교육 서비스업,809,일반 교습학원,8090,예술학원,미술학원
809007,P,교육서비스업,80,교육 서비스업,809,일반 교습학원,8090,일반 교습학원,일반 교과학원
809007,P,교육서비스업,80,교육 서비스업,809,일반 교습학원,8090,외국어학원 및 기타 교습학원,외국어학원
809009,P,교육서비스업,80,교육 서비스업,809,기타 교육기관,8090,예술학원,음악학원
809010,P,교육서비스업,80,교육 서비스업,809,기타 교육기관,8090,기술 및 직업 훈련학원,기타 기술 및 직업 훈련학원
809011,P,교육서비스업,80,교육 서비스업,809,기타 교육기관,8090,기술 및 직업 훈련학원,운전학원
809012,P,교육서비스업,80,교육 서비스업,809,일반 교습학원,8090,일반 교습학원,일반 교과학원
809013,P,교육서비스업,80,교육 서비스업,809,기타 교육기관,8090,그 외 기타 교육기관,컴퓨터 학원
809014,P,교육서비스업,80,교육 서비스업,809,기타 교육기관,8090,스포츠 및 레크리에이션 교육기관,태권도 및 무술 교육기관
809015,P,교육서비스업,80,교육 서비스업,809,기타 교육기관,8090,스포츠 및 레크리에이션 교육기관,기타 스포츠 교육기관
809016,P,교육서비스업,80,교육 서비스업,809,일반 교습학원,8090,일반 교습학원,온라인 교육학원
809017,P,교육서비스업,80,    교육 서비스업,809,기타 교육기관,8090,외국어학원 및 기타 교습학원,외국어학원
809018,P,교육서비스업,80,교육 서비스업,809,기타 교육기관,8090,외국어학원 및 기타 교습학원,기타 교습학원
809020,P,교육서비스업,80,교육 서비스업,809,기타 교육기관,8090,예술학원,미술학원
809021,P,교육서비스업,80,교육 서비스업,809,기타 교육기관,8090,예술학원,기타 예술학원
809022,P,교육서비스업,80,교육 서비스업,809,기타 교육기관,8090,그 외 기타 교육기관,그 외 기타 분류 안된 교육기관
851100,P,교육서비스업,85,교육 서비스업,851,초등 교육기관,8511,유아 교육기관,유아 교육기관
851200,P,교육서비스업,85,교육 서비스업,851,초등 교육기관,8512,초등학교,초등학교
852110,P,교육서비스업,85,교육 서비스업,852,중등 교육기관,8521,일반 중등 교육기관,중학교
852120,P,교육서비스업,85,교육 서비스업,852,중등 교육기관,8521,일반 중등 교육기관,일반 고등학교
852210,P,교육서비스업,85,교육 서비스업,852,중등 교육기관,8522,특성화 고등학교,상업 및 정보산업 특성화 고등학교
852220,P,교육서비스업,85,교육 서비스업,852,중등 교육기관,8522,특성화 고등학교,공업 특성화 고등학교
852290,P,교육서비스업,85,교육 서비스업,852,중등 교육기관,8522,특성화 고등학교,기타 특성화 고등학교
853010,P,교육서비스업,85,교육 서비스업,853,고등 교육기관,8530,고등 교육기관,전문대학
853020,P,교육서비스업,85,교육 서비스업,853,고등 교육기관,8530,고등 교육기관,대학교
853030,P,교육서비스업,85,교육 서비스업,853,고등 교육기관,8530,고등 교육기관,대학원
854100,P,교육서비스업,85,교육 서비스업,854,"특수학교, 외국인학교 및 대안학교",8541,특수학교,특수학교
854300,P,교육서비스업,85,교육 서비스업,854,"특수학교, 외국인학교 및 대안학교",8543,대안학교,대안학교
856400,P,교육서비스업,85,교육 서비스업,856,"특수학교, 외국인학교 및 대안학교",8564,사회교육시설,사회교육시설
921902,P,교육서비스업,92,교육 서비스업,921,기타 교육기관,9219,스포츠 및 레크리에이션 교육기관,레크리에이션 교육기관
930915,P,교육서비스업,93,교육 서비스업,930,교육 지원 서비스업,9309,교육 지원 서비스업,기타 교육지원 서비스업
930921,P,교육서비스업,93,교육 서비스업,930,교육 지원 서비스업,9309,교육 지원 서비스업,교육관련 자문 및 평가업
851101,Q,보건업 및 사회복지 서비스업,85,보건업,851,병원,8511,병원,요양병원
851102,Q,보건업 및 사회복지 서비스업,85,보건업,851,병원,8511,병원,치과병원
851103,Q,보건업 및 사회복지 서비스업,85,보건업,851,병원,8511,병원,한방병원
851113,Q,보건업 및 사회복지 서비스업,85,보건업,851,병원,8511,병원,종합병원
851114,Q,보건업 및 사회복지 서비스업,85,보건업,851,병원,8511,병원,일반병원
851201,Q,보건업 및 사회복지 서비스업,85,보건업,851,의원,8512,의원,일반의원
851202,Q,보건업 및 사회복지 서비스업,85,보건업,851,의원,8512,의원,일반의원
851203,Q,보건업 및 사회복지 서비스업,85,보건업,851,의원,8512,의원,일반의원
851204,Q,보건업 및 사회복지 서비스업,85,보건업,851,의원,8512,의원,일반의원
851205,Q,보건업 및 사회복지 서비스업,85,보건업,851,의원,8512,의원,일반의원
851206,Q,보건업 및 사회복지 서비스업,85,보건업,851,의원,8512,의원,일반의원
851207,Q,보건업 및 사회복지 서비스업,85,보건업,851,의원,8512,의원,일반의원
851208,Q,보건업 및 사회복지 서비스업,85,보건업,851,의원,8512,의원,방사선 진단 및 병리 검사 의원
851209,Q,보건업 및 사회복지 서비스업,85,보건업,851,의원,8512,의원,일반의원
851211,Q,보건업 및 사회복지 서비스업,85,보건업,851,의원,8512,의원,치과의원
851212,Q,보건업 및 사회복지 서비스업,85,보건업,851,의원,8512,의원,한의원
851219,Q,보건업 및 사회복지 서비스업,85,보건업,851,의원,8512,의원,일반의원
851901,Q,보건업 및 사회복지 서비스업,85,보건업,851,기타 보건업,8519,기타 보건업,그 외 기타 보건업
851902,Q,보건업 및 사회복지 서비스업,85,보건업,851,기타 보건업,8519,기타 보건업,유사 의료업
851903,Q,보건업 및 사회복지 서비스업,85,보건업,851,기타 보건업,8519,기타 보건업,유사 의료업
851904,Q,보건업 및 사회복지 서비스업,85,보건업,851,기타 보건업,8519,기타 보건업,유사 의료업
851905,Q,보건업 및 사회복지 서비스업,85,보건업,851,의원,8519,의원,방사선 진단 및 병리 검사 의원
851906,Q,보건업 및 사회복지 서비스업,85,보건업,851,기타 보건업,8519,기타 보건업,그 외 기타 보건업
851907,Q,보건업 및 사회복지 서비스업,85,보건업,851,기타 보건업,8519,기타 보건업,그 외 기타 보건업
851908,Q,보건업 및 사회복지 서비스업,85,보건업,851,기타 보건업,8519,기타 보건업,유사 의료업
851909,Q,보건업 및 사회복지 서비스업,85,보건업,851,의원,8519,의원,방사선 진단 및 병리 검사 의원
851911,Q,보건업 및 사회복지 서비스업,85,보건업,851,기타 보건업,8519,기타 보건업,앰뷸런스 서비스업
863000,Q,보건업 및 사회복지 서비스업,86,보건업,863,공중 보건 의료업,8630,공중 보건 의료업,공중 보건 의료업
871110,Q,보건업 및 사회복지 서비스업,87,사회복지 서비스업,871,거주 복지시설 운영업,8711,노인 거주 복지시설 운영업,노인 요양 복지시설 운영업
871210,Q,보건업 및 사회복지 서비스업,87,사회복지 서비스업,871,거주 복지시설 운영업,8712,심신 장애인 거주 복지시설 운영업,신체 부자유자 거주 복지시설 운영업
871220,Q,보건업 및 사회복지 서비스업,87,사회복지 서비스업,871,거주 복지시설 운영업,8712,심신 장애인 거주 복지시설 운영업,"정신 질환, 정신 지체 및 약물 중독자 거주 복지시설 운영업"
871310,Q,보건업 및 사회복지 서비스업,87,사회복지 서비스업,871,거주 복지시설 운영업,8713,기타 거주 복지시설 운영업,아동 및 부녀자 거주 복지시설 운영업
871390,Q,보건업 및 사회복지 서비스업,87,사회복지 서비스업,871,거주 복지시설 운영업,8713,기타 거주 복지시설 운영업,그 외 기타 거주 복지시설 운영업
872100,Q,보건업 및 사회복지 서비스업,87,사회복지 서비스업,872,비거주 복지시설 운영업,8721,보육시설 운영업,보육시설 운영업
872910,Q,보건업 및 사회복지 서비스업,87,사회복지 서비스업,872,비거주 복지시설 운영업,8729,기타 비거주 복지 서비스업,직업 재활원 운영업
872920,Q,보건업 및 사회복지 서비스업,87,사회복지 서비스업,872,비거주 복지시설 운영업,8729,기타 비거주 복지 서비스업,종합복지관 운영업
872930,Q,보건업 및 사회복지 서비스업,87,사회복지 서비스업,872,비거주 복지시설 운영업,8729,기타 비거주 복지 서비스업,방문 복지서비스 제공업
872940,Q,보건업 및 사회복지 서비스업,87,사회복지 서비스업,872,비거주 복지시설 운영업,8729,기타 비거주 복지 서비스업,사회복지 상담 서비스 제공업
872990,Q,보건업 및 사회복지 서비스업,87,사회복지 서비스업,872,비거주 복지시설 운영업,8729,기타 비거주 복지 서비스업,그 외 기타 비거주 복지 서비스업
930914,Q,보건업 및 사회복지 서비스업,93,사회복지 서비스업,930,거주 복지시설 운영업,9309,노인 거주 복지시설 운영업,노인 양로 복지시설 운영업
950002,Q,보건업 및 사회복지 서비스업,95,사회복지 서비스업,950,비거주 복지시설 운영업,9500,보육시설 운영업,보육시설 운영업
512293,R,"예술, 스포츠 및 여가관련 서비스업",51,스포츠 및 오락관련 서비스업,512,유원지 및 기타 오락관련 서비스업,5122,사행시설 관리 및 운영업,복권 발행 및 판매업
522082,R,"예술, 스포츠 및 여가관련 서비스업",52,스포츠 및 오락관련 서비스업,522,유원지 및 기타 오락관련 서비스업,5220,사행시설 관리 및 운영업,복권 발행 및 판매업
809006,R,"예술, 스포츠 및 여가관련 서비스업",80,스포츠 및 오락관련 서비스업,809,스포츠 서비스업,8090,기타 스포츠시설 운영업,그 외 기타 스포츠시설 운영업
809019,R,"예술, 스포츠 및 여가관련 서비스업",80,스포츠 및 오락관련 서비스업,809,유원지 및 기타 오락관련 서비스업,8090,그 외 기타 오락관련 서비스업,기원 운영업
921401,R,"예술, 스포츠 및 여가관련 서비스업",92,"창작, 예술 및 여가관련 서비스업",921,창작 및 예술관련 서비스업,9214,기타 창작 및 예술관련 서비스업,공연 기획업
921402,R,"예술, 스포츠 및 여가관련 서비스업",92,"창작, 예술 및 여가관련 서비스업",921,창작 및 예술관련 서비스업,9214,공연단체,무용 및 음악단체
921403,R,"예술, 스포츠 및 여가관련 서비스업",92,"창작, 예술 및 여가관련 서비스업",921,창작 및 예술관련 서비스업,9214,공연단체,연극단체
921405,R,"예술, 스포츠 및 여가관련 서비스업",92,"창작, 예술 및 여가관련 서비스업",921,창작 및 예술관련 서비스업,9214,기타 창작 및 예술관련 서비스업,공연 및 제작관련 대리업
921406,R,"예술, 스포츠 및 여가관련 서비스업",92,"창작, 예술 및 여가관련 서비스업",921,창작 및 예술관련 서비스업,9214,기타 창작 및 예술관련 서비스업,그 외 기타 창작 및 예술관련 서비스업
921407,R,"예술, 스포츠 및 여가관련 서비스업",92,"창작, 예술 및 여가관련 서비스업",921,창작 및 예술관련 서비스업,9214,공연단체,기타 공연단체
921901,R,"예술, 스포츠 및 여가관련 서비스업",92,"창작, 예술 및 여가관련 서비스업",921,창작 및 예술관련 서비스업,9219,공연시설 운영업,공연시설 운영업
921903,R,"예술, 스포츠 및 여가관련 서비스업",92,스포츠 및 오락관련 서비스업,921,유원지 및 기타 오락관련 서비스업,9219,유원지 및 테마파크 운영업,유원지 및 테마파크 운영업
921904,R,"예술, 스포츠 및 여가관련 서비스업",92,스포츠 및 오락관련 서비스업,921,유원지 및 기타 오락관련 서비스업,9219,그 외 기타 오락관련 서비스업,무도장 운영업
923100,R,"예술, 스포츠 및 여가관련 서비스업",92,"창작, 예술 및 여가관련 서비스업",923,"도서관, 사적지 및 유사 여가관련 서비스업",9231,"도서관, 기록 보존소 및 독서실 운영업",독서실 운영업
923101,R,"예술, 스포츠 및 여가관련 서비스업",92,"창작, 예술 및 여가관련 서비스업",923,"도서관, 사적지 및 유사 여가관련 서비스업",9231,"도서관, 기록 보존소 및 독서실 운영업",도서관 및 기록 보존소 운영업
923200,R,"예술, 스포츠 및 여가관련 서비스업",92,"창작, 예술 및 여가관련 서비스업",923,"도서관, 사적지 및 유사 여가관련 서비스업",9232,박물관 및 사적지 관리 운영업,박물관 운영업
923201,R,"예술, 스포츠 및 여가관련 서비스업",92,"창작, 예술 및 여가관련 서비스업",923,"도서관, 사적지 및 유사 여가관련 서비스업",9232,박물관 및 사적지 관리 운영업,사적지 관리 운영업
923300,R,"예술, 스포츠 및 여가관련 서비스업",92,"창작, 예술 및 여가관련 서비스업",923,"도서관, 사적지 및 유사 여가관련 서비스업",9233,"식물원, 동물원 및 자연공원 운영업",식물원 및 동물원 운영업
923301,R,"예술, 스포츠 및 여가관련 서비스업",92,"창작, 예술 및 여가관련 서비스업",923,"도서관, 사적지 및 유사 여가관련 서비스업",9233,기타 유사 여가관련 서비스업,기타 유사 여가관련 서비스업
924101,R,"예술, 스포츠 및 여가관련 서비스업",92,스포츠 및 오락관련 서비스업,924,스포츠 서비스업,9241,기타 스포츠 서비스업,그 외 기타 스포츠 서비스업
924102,R,"예술, 스포츠 및 여가관련 서비스업",92,스포츠 및 오락관련 서비스업,924,스포츠 서비스업,9241,기타 스포츠 서비스업,그 외 기타 스포츠 서비스업
924103,R,"예술, 스포츠 및 여가관련 서비스업",92,스포츠 및 오락관련 서비스업,924,스포츠 서비스업,9241,기타 스포츠 서비스업,스포츠 클럽 운영업
924200,R,"예술, 스포츠 및 여가관련 서비스업",92,스포츠 및 오락관련 서비스업,924,스포츠 서비스업,9242,경기장 운영업,실내 경기장 운영업
924201,R,"예술, 스포츠 및 여가관련 서비스업",92,스포츠 및 오락관련 서비스업,924,스포츠 서비스업,9242,경기장 운영업,실외 경기장 운영업
924202,R,"예술, 스포츠 및 여가관련 서비스업",92,스포츠 및 오락관련 서비스업,924,스포츠 서비스업,9242,경기장 운영업,경주장 및 동물 경기장 운영업
924302,R,"예술, 스포츠 및 여가관련 서비스업",92,스포츠 및 오락관련 서비스업,924,스포츠 서비스업,9243,기타 스포츠시설 운영업,볼링장 운영업
924303,R,"예술, 스포츠 및 여가관련 서비스업",92,스포츠 및 오락관련 서비스업,924,스포츠 서비스업,9243,골프장 및 스키장 운영업,골프장 운영업
924304,R,"예술, 스포츠 및 여가관련 서비스업",92,스포츠 및 오락관련 서비스업,924,스포츠 서비스업,9243,골프장 및 스키장 운영업,스키장 운영업
924305,R,"예술, 스포츠 및 여가관련 서비스업",92,스포츠 및 오락관련 서비스업,924,스포츠 서비스업,9243,기타 스포츠시설 운영업,체력 단련시설 운영업
924306,R,"예술, 스포츠 및 여가관련 서비스업",92,스포츠 및 오락관련 서비스업,924,스포츠 서비스업,9243,기타 스포츠시설 운영업,그 외 기타 스포츠시설 운영업
924307,R,"예술, 스포츠 및 여가관련 서비스업",92,스포츠 및 오락관련 서비스업,924,스포츠 서비스업,9243,기타 스포츠시설 운영업,골프 연습장 운영업
924308,R,"예술, 스포츠 및 여가관련 서비스업",92,스포츠 및 오락관련 서비스업,924,스포츠 서비스업,9243,기타 스포츠시설 운영업,골프 연습장 운영업
924309,R,"예술, 스포츠 및 여가관련 서비스업",92,스포츠 및 오락관련 서비스업,924,스포츠 서비스업,9243,기타 스포츠시설 운영업,당구장 운영업
924310,R,"예술, 스포츠 및 여가관련 서비스업",92,스포츠 및 오락관련 서비스업,924,스포츠 서비스업,9243,기타 스포츠시설 운영업,그 외 기타 스포츠시설 운영업
924311,R,"예술, 스포츠 및 여가관련 서비스업",92,스포츠 및 오락관련 서비스업,924,스포츠 서비스업,9243,기타 스포츠시설 운영업,수영장 운영업
924312,R,"예술, 스포츠 및 여가관련 서비스업",92,스포츠 및 오락관련 서비스업,924,스포츠 서비스업,9243,기타 스포츠시설 운영업,그 외 기타 스포츠시설 운영업
924313,R,"예술, 스포츠 및 여가관련 서비스업",92,스포츠 및 오락관련 서비스업,924,스포츠 서비스업,9243,기타 스포츠시설 운영업,종합 스포츠시설 운영업
924314,R,"예술, 스포츠 및 여가관련 서비스업",92,스포츠 및 오락관련 서비스업,924,스포츠 서비스업,9243,기타 스포츠시설 운영업,그 외 기타 스포츠시설 운영업
924902,R,"예술, 스포츠 및 여가관련 서비스업",92,스포츠 및 오락관련 서비스업,924,유원지 및 기타 오락관련 서비스업,9249,오락장 운영업,기타 오락장 운영업
924903,R,"예술, 스포츠 및 여가관련 서비스업",92,스포츠 및 오락관련 서비스업,924,유원지 및 기타 오락관련 서비스업,9249,오락장 운영업,노래 연습장 운영업
924904,R,"예술, 스포츠 및 여가관련 서비스업",92,스포츠 및 오락관련 서비스업,924,유원지 및 기타 오락관련 서비스업,9249,오락장 운영업,기타 오락장 운영업
924905,R,"예술, 스포츠 및 여가관련 서비스업",92,"창작, 예술 및 여가관련 서비스업",924,"도서관, 사적지 및 유사 여가관련 서비스업",9249,"식물원, 동물원 및 자연공원 운영업",자연공원 운영업
924906,R,"예술, 스포츠 및 여가관련 서비스업",92,스포츠 및 오락관련 서비스업,924,유원지 및 기타 오락관련 서비스업,9249,사행시설 관리 및 운영업,복권 발행 및 판매업
924907,R,"예술, 스포츠 및 여가관련 서비스업",92,스포츠 및 오락관련 서비스업,924,유원지 및 기타 오락관련 서비스업,9249,오락장 운영업,전자 게임장 운영업
924908,R,"예술, 스포츠 및 여가관련 서비스업",92,스포츠 및 오락관련 서비스업,924,유원지 및 기타 오락관련 서비스업,9249,오락장 운영업,전자 게임장 운영업
924909,R,"예술, 스포츠 및 여가관련 서비스업",92,스포츠 및 오락관련 서비스업,924,유원지 및 기타 오락관련 서비스업,9249,오락장 운영업,컴퓨터 게임방 운영업
924911,R,"예술, 스포츠 및 여가관련 서비스업",92,스포츠 및 오락관련 서비스업,924,유원지 및 기타 오락관련 서비스업,9249,그 외 기타 오락관련 서비스업,그 외 기타 분류 안된 오락관련 서비스업
924912,R,"예술, 스포츠 및 여가관련 서비스업",92,스포츠 및 오락관련 서비스업,924,유원지 및 기타 오락관련 서비스업,9249,오락장 운영업,전자 게임장 운영업
924913,R,"예술, 스포츠 및 여가관련 서비스업",92,스포츠 및 오락관련 서비스업,924,유원지 및 기타 오락관련 서비스업,9249,오락장 운영업,기타 오락장 운영업
924914,R,"예술, 스포츠 및 여가관련 서비스업",92,스포츠 및 오락관련 서비스업,924,유원지 및 기타 오락관련 서비스업,9249,수상오락 서비스업,낚시장 운영업
924915,R,"예술, 스포츠 및 여가관련 서비스업",92,스포츠 및 오락관련 서비스업,924,유원지 및 기타 오락관련 서비스업,9249,수상오락 서비스업,기타 수상오락 서비스업
924916,R,"예술, 스포츠 및 여가관련 서비스업",92,스포츠 및 오락관련 서비스업,924,유원지 및 기타 오락관련 서비스업,9249,그 외 기타 오락관련 서비스업,체육 공원 및 유사 공원 운영업
924917,R,"예술, 스포츠 및 여가관련 서비스업",92,스포츠 및 오락관련 서비스업,924,유원지 및 기타 오락관련 서비스업,9249,사행시설 관리 및 운영업,기타 사행시설 관리 및 운영업
701700,S,"협회 및 단체, 수리 및 기타 개인 서비스업",70,기타 개인 서비스업,701,그 외 기타 개인 서비스업,7017,장례식장 및 관련 서비스업,"화장터 운영, 묘지 분양 및 관리업"
